Person Code,Unit Instance Code,Calocc Code,Surname,Forename,Long Description,Register Event ID,Object ID,Register Event Slot ID,Planned Start Date,Planned End Date,is Positive,Postive Marks,Negative Marks,Usage Code
198,1798,2023,Johnson,Arjun,Algorithms,860,640,343,2023-12-27,2025-03-22,N,0,0,A
236,1798,2023,Thomas,Betty,Algorithms,860,212,343,2023-12-27,2025-03-22,Y,1,1,P
14,1798,2023,Yang,Luis,Algorithms,860,931,343,2023-12-27,2025-03-22,N,0,0,A
459,1798,2023,Al-Mahmoud,Lisa,Algorithms,860,213,343,2023-12-27,2025-03-22,Y,1,1,P
176,1798,2023,Clark,Kwaku,Algorithms,860,71,343,2023-12-27,2025-03-22,Y,1,1,P
455,1798,2024,Rodriguez,Sarah,Algorithms,640,7,775,2024-06-21,2023-06-21,Y,1,1,P
53,1798,2024,Rodriguez,Aisha,Algorithms,640,951,775,2024-06-21,2023-06-21,Y,1,1,P
14,1798,2024,Yang,Luis,Algorithms,640,931,775,2024-06-21,2023-06-21,Y,1,1,P
327,1798,2024,Ben-Khalil,Kenneth,Algorithms,640,737,775,2024-06-21,2023-06-21,Y,1,1,P
198,1798,2023,Johnson,Arjun,Algorithms,640,640,663,2023-11-11,2023-07-10,Y,1,1,P
455,1798,2025,Rodriguez,Sarah,Algorithms,640,7,706,2025-08-02,2024-10-09,Y,1,1,P
18,1798,2025,Durand,Charles,Algorithms,640,376,706,2025-08-02,2024-10-09,Y,1,1,O
269,1798,2025,Ramirez,Chiedza,Algorithms,640,664,706,2025-08-02,2024-10-09,N,0,0,A
14,1798,2025,Yang,Luis,Algorithms,640,931,706,2025-08-02,2024-10-09,Y,1,1,P
459,1798,2025,Al-Mahmoud,Lisa,Algorithms,640,213,706,2025-08-02,2024-10-09,Y,1,1,O
265,1798,2025,Esposito,Yaw,Algorithms,640,231,706,2025-08-02,2024-10-09,Y,1,1,P
161,1798,2023,Robert,Tatiana,Algorithms,640,515,280,2023-07-20,2024-05-18,Y,1,1,P
14,1798,2023,Yang,Luis,Algorithms,640,931,280,2023-07-20,2024-05-18,Y,1,1,P
413,1798,2023,Ruiz,Ursula,Algorithms,640,727,280,2023-07-20,2024-05-18,Y,1,1,P
297,1798,2023,Verma,Jessica,Algorithms,640,698,280,2023-07-20,2024-05-18,Y,1,1,O
459,1798,2023,Al-Mahmoud,Lisa,Algorithms,640,213,280,2023-07-20,2024-05-18,Y,1,1,P
498,1798,2023,Petrov,Michelle,Algorithms,640,185,280,2023-07-20,2024-05-18,Y,1,1,P
327,1798,2023,Ben-Khalil,Kenneth,Algorithms,640,737,280,2023-07-20,2024-05-18,Y,1,1,P
463,1798,2023,Sidorov,Christopher,Algorithms,640,732,280,2023-07-20,2024-05-18,Y,1,1,P
462,1798,2023,Agarwal,Mohamed,Algorithms,640,182,1096,2023-07-02,2025-06-26,Y,1,1,P
236,1798,2024,Thomas,Betty,Algorithms,737,212,712,2024-10-30,2024-03-19,Y,1,1,Y
7,1798,2024,Becker,Chen,Algorithms,737,522,712,2024-10-30,2024-03-19,Y,1,1,Y
199,1798,2024,Garcia,Kwaku,Algorithms,737,432,712,2024-10-30,2024-03-19,Y,1,1,Y
161,1798,2024,Robert,Tatiana,Algorithms,737,515,861,2024-12-23,2024-10-08,Y,1,1,Y
18,1798,2024,Durand,Charles,Algorithms,737,376,861,2024-12-23,2024-10-08,Y,1,1,Y
68,1798,2024,Wu,Yuki,Algorithms,737,293,861,2024-12-23,2024-10-08,Y,1,1,Y
413,1798,2024,Ruiz,Ursula,Algorithms,737,727,861,2024-12-23,2024-10-08,Y,1,1,Y
28,1798,2024,Ben-Khalil,Kojo,Algorithms,737,974,861,2024-12-23,2024-10-08,Y,1,1,Y
7,1798,2024,Becker,Chen,Algorithms,737,522,861,2024-12-23,2024-10-08,Y,1,1,Y
232,1798,2024,Johnson,Wei,Algorithms,737,504,861,2024-12-23,2024-10-08,Y,1,1,Y
165,1798,2024,Ben-Said,Marco,Algorithms,737,465,861,2024-12-23,2024-10-08,Y,1,1,Y
462,1798,2024,Agarwal,Mohamed,Algorithms,737,182,861,2024-12-23,2024-10-08,Y,1,1,Y
236,1798,2025,Thomas,Betty,Algorithms,737,212,667,2025-08-18,2025-03-17,Y,1,1,Y
7,1798,2025,Becker,Chen,Algorithms,737,522,667,2025-08-18,2025-03-17,Y,1,1,Y
498,1798,2025,Petrov,Michelle,Algorithms,737,185,667,2025-08-18,2025-03-17,Y,1,1,Y
199,1798,2025,Garcia,Kwaku,Algorithms,737,432,667,2025-08-18,2025-03-17,Y,1,1,Y
161,1798,2025,Robert,Tatiana,Algorithms,737,515,811,2025-07-06,2023-03-19,Y,1,1,Y
18,1798,2025,Durand,Charles,Algorithms,737,376,811,2025-07-06,2023-03-19,Y,1,1,Y
413,1798,2025,Ruiz,Ursula,Algorithms,737,727,811,2025-07-06,2023-03-19,Y,1,1,Y
28,1798,2025,Ben-Khalil,Kojo,Algorithms,737,974,811,2025-07-06,2023-03-19,Y,1,1,Y
7,1798,2025,Becker,Chen,Algorithms,737,522,811,2025-07-06,2023-03-19,Y,1,1,Y
375,1798,2025,Becker,Tariq,Algorithms,737,860,811,2025-07-06,2023-03-19,Y,1,1,Y
474,1798,2023,Müller,Michael,Algorithms,737,137,1003,2023-06-19,2024-08-06,Y,1,1,Y
7,1798,2023,Becker,Chen,Algorithms,737,522,1003,2023-06-19,2024-08-06,Y,1,1,Y
297,1798,2023,Verma,Jessica,Algorithms,737,698,1003,2023-06-19,2024-08-06,Y,1,1,Y
498,1798,2023,Petrov,Michelle,Algorithms,737,185,1003,2023-06-19,2024-08-06,Y,1,1,Y
327,1798,2023,Ben-Khalil,Kenneth,Algorithms,737,737,1003,2023-06-19,2024-08-06,Y,1,1,Y
463,1798,2023,Sidorov,Christopher,Algorithms,737,732,1003,2023-06-19,2024-08-06,Y,1,1,Y
188,1798,2024,Nair,Rosa,Algorithms,737,580,878,2024-08-18,2023-01-10,Y,1,1,Y
236,1798,2024,Thomas,Betty,Algorithms,737,212,878,2024-08-18,2023-01-10,Y,1,1,Y
180,1798,2024,Sokolov,Susan,Algorithms,737,267,878,2024-08-18,2023-01-10,Y,1,1,Y
188,547,2024,Nair,Rosa,System Administration,683,580,58,2024-02-20,2025-06-10,N,0,0,A
180,547,2024,Sokolov,Susan,System Administration,683,267,58,2024-02-20,2025-06-10,N,0,0,A
407,547,2024,Kumar,Thomas,System Administration,683,15,58,2024-02-20,2025-06-10,N,0,0,A
68,547,2025,Wu,Yuki,System Administration,683,293,690,2025-01-13,2023-04-24,N,0,0,A
109,547,2025,Durand,Pierre,System Administration,683,426,690,2025-01-13,2023-04-24,Y,1,1,P
165,547,2025,Ben-Said,Marco,System Administration,683,465,690,2025-01-13,2023-04-24,N,0,0,A
236,547,2024,Thomas,Betty,System Administration,683,212,67,2024-10-31,2023-08-27,Y,1,1,P
180,547,2024,Sokolov,Susan,System Administration,683,267,67,2024-10-31,2023-08-27,Y,1,1,P
297,547,2024,Verma,Jessica,System Administration,683,698,67,2024-10-31,2023-08-27,Y,1,1,L
498,547,2024,Petrov,Michelle,System Administration,683,185,67,2024-10-31,2023-08-27,Y,1,1,P
327,547,2024,Ben-Khalil,Kenneth,System Administration,683,737,67,2024-10-31,2023-08-27,N,0,0,A
463,547,2024,Sidorov,Christopher,System Administration,683,732,67,2024-10-31,2023-08-27,N,0,0,A
176,547,2024,Clark,Kwaku,System Administration,683,71,67,2024-10-31,2023-08-27,Y,1,1,L
317,547,2024,Lebedev,Takeshi,System Administration,683,954,980,2024-11-16,2024-01-02,Y,1,1,P
407,547,2024,Kumar,Thomas,System Administration,683,15,980,2024-11-16,2024-01-02,N,0,0,A
317,547,2024,Lebedev,Takeshi,System Administration,683,954,61,2024-08-12,2024-01-25,Y,1,1,P
297,547,2024,Verma,Jessica,System Administration,683,698,61,2024-08-12,2024-01-25,Y,1,1,P
327,547,2024,Ben-Khalil,Kenneth,System Administration,683,737,61,2024-08-12,2024-01-25,Y,1,1,P
463,547,2024,Sidorov,Christopher,System Administration,683,732,61,2024-08-12,2024-01-25,N,0,0,A
176,547,2024,Clark,Kwaku,System Administration,683,71,61,2024-08-12,2024-01-25,Y,1,1,P
317,547,2023,Lebedev,Takeshi,System Administration,683,954,903,2023-02-14,2023-12-31,Y,1,1,P
198,547,2024,Johnson,Arjun,System Administration,683,640,487,2024-10-29,2024-01-08,Y,1,1,L
317,547,2023,Lebedev,Takeshi,System Administration,683,954,46,2023-03-08,2025-06-02,N,0,0,A
198,547,2023,Johnson,Arjun,System Administration,683,640,46,2023-03-08,2025-06-02,N,0,0,A
269,547,2023,Ramirez,Chiedza,System Administration,683,664,46,2023-03-08,2025-06-02,Y,1,1,P
265,547,2023,Esposito,Yaw,System Administration,683,231,46,2023-03-08,2025-06-02,N,0,0,A
150,1266,2025,Lewis,Efua,History,846,908,999,2025-01-31,2024-07-01,Y,1,1,P
160,1266,2025,Nair,Lisa,History,846,418,999,2025-01-31,2024-07-01,N,0,0,A
117,1266,2025,Martin,Raj,History,846,715,999,2025-01-31,2024-07-01,Y,1,1,P
66,1266,2025,Ramirez,Jean,History,846,549,999,2025-01-31,2024-07-01,Y,1,1,P
281,1266,2025,Kim,Joseph,History,846,65,999,2025-01-31,2024-07-01,Y,1,1,P
352,1266,2025,Popov,Anita,History,846,251,999,2025-01-31,2024-07-01,Y,1,1,P
291,1266,2025,Ibrahim,Valeria,History,846,757,999,2025-01-31,2024-07-01,Y,1,1,P
251,1266,2025,Torres,Ruth,History,846,927,999,2025-01-31,2024-07-01,Y,1,1,P
451,1266,2025,Bernard,Sarah,History,846,830,999,2025-01-31,2024-07-01,Y,1,1,P
171,1266,2025,Al-Zahra,Donna,History,846,639,999,2025-01-31,2024-07-01,N,0,0,A
387,1266,2023,Zhang,Diego,History,846,158,311,2023-06-04,2023-11-26,N,0,0,A
103,1266,2023,Tanaka,Steven,History,846,742,311,2023-06-04,2023-11-26,Y,1,1,P
251,1266,2023,Torres,Ruth,History,846,927,311,2023-06-04,2023-11-26,N,0,0,A
384,1266,2023,Clark,Ruth,History,846,295,812,2023-01-08,2024-08-09,Y,1,1,P
150,1266,2023,Lewis,Efua,History,846,908,812,2023-01-08,2024-08-09,N,0,0,A
346,1266,2023,Reddy,Hana,History,846,880,812,2023-01-08,2024-08-09,N,0,0,A
281,1266,2023,Kim,Joseph,History,846,65,812,2023-01-08,2024-08-09,Y,1,1,P
141,1266,2023,Ibrahim,William,History,846,794,812,2023-01-08,2024-08-09,Y,1,1,P
451,1266,2023,Bernard,Sarah,History,846,830,812,2023-01-08,2024-08-09,Y,1,1,P
415,1266,2024,Mthembu,Mark,History,846,599,1123,2024-07-03,2023-05-07,Y,1,1,P
496,1266,2024,Ben-Ahmad,Marie,History,846,164,1123,2024-07-03,2023-05-07,Y,1,1,L
131,1266,2024,Agarwal,Ruvimbo,History,846,788,1123,2024-07-03,2023-05-07,N,0,0,A
89,1266,2024,Nkomo,Matthew,History,846,67,1123,2024-07-03,2023-05-07,N,0,0,A
117,1266,2024,Martin,Raj,History,846,715,653,2024-10-09,2025-04-29,Y,1,1,P
387,1266,2024,Zhang,Diego,History,846,158,1025,2024-04-30,2023-04-27,N,0,0,A
103,1266,2024,Tanaka,Steven,History,846,742,1025,2024-04-30,2023-04-27,Y,1,1,P
282,1266,2024,Flores,Marco,History,846,463,1025,2024-04-30,2023-04-27,Y,1,1,P
117,1266,2024,Martin,Raj,History,846,715,1025,2024-04-30,2023-04-27,Y,1,1,P
66,1266,2024,Ramirez,Jean,History,846,549,1025,2024-04-30,2023-04-27,Y,1,1,P
395,1266,2024,Petit,Yuki,History,846,824,1025,2024-04-30,2023-04-27,N,0,0,A
171,1266,2024,Al-Zahra,Donna,History,846,639,1025,2024-04-30,2023-04-27,N,0,0,A
416,1266,2024,Rossi,Daniel,History,846,658,455,2024-01-23,2024-06-17,Y,1,1,P
280,1266,2024,Lim,Michael,History,295,726,873,2024-06-21,2023-06-21,N,0,0,A
117,1266,2024,Martin,Raj,History,295,715,873,2024-06-21,2023-06-21,Y,1,1,P
66,1266,2024,Ramirez,Jean,History,295,549,873,2024-06-21,2023-06-21,Y,1,1,P
25,1266,2024,Diaz,Nancy,History,295,280,873,2024-06-21,2023-06-21,Y,1,1,P
171,1266,2024,Al-Zahra,Donna,History,295,639,873,2024-06-21,2023-06-21,N,0,0,A
25,1266,2023,Diaz,Nancy,History,295,280,715,2023-11-11,2023-07-10,N,0,0,A
251,1266,2023,Torres,Ruth,History,295,927,715,2023-11-11,2023-07-10,Y,1,1,P
465,1266,2023,Okafor,Efua,History,295,683,715,2023-11-11,2023-07-10,Y,1,1,P
377,1266,2023,Lopez,Raj,History,295,856,715,2023-11-11,2023-07-10,Y,1,1,P
415,1266,2025,Mthembu,Mark,History,295,599,735,2025-08-02,2024-10-09,Y,1,1,P
496,1266,2025,Ben-Ahmad,Marie,History,295,164,735,2025-08-02,2024-10-09,Y,1,1,P
131,1266,2025,Agarwal,Ruvimbo,History,295,788,735,2025-08-02,2024-10-09,Y,1,1,P
77,1266,2023,Thomas,Dmitri,History,295,288,200,2023-07-20,2024-05-18,Y,1,1,P
215,1266,2023,Harris,Matthew,History,295,411,200,2023-07-20,2024-05-18,N,0,0,A
131,1266,2023,Agarwal,Ruvimbo,History,295,788,200,2023-07-20,2024-05-18,Y,1,1,P
377,1266,2023,Lopez,Raj,History,295,856,200,2023-07-20,2024-05-18,Y,1,1,P
282,1266,2023,Flores,Marco,History,295,463,271,2023-07-02,2025-06-26,N,0,0,A
496,1266,2023,Ben-Ahmad,Marie,History,295,164,271,2023-07-02,2025-06-26,Y,1,1,P
131,1266,2023,Agarwal,Ruvimbo,History,295,788,271,2023-07-02,2025-06-26,Y,1,1,P
89,1266,2023,Nkomo,Matthew,History,295,67,271,2023-07-02,2025-06-26,Y,1,1,P
395,652,2023,Petit,Yuki,Linear Algebra,984,824,99,2023-06-09,2025-07-24,N,0,0,A
282,652,2025,Flores,Marco,Linear Algebra,984,463,213,2025-03-22,2023-12-20,Y,1,1,P
496,652,2023,Ben-Ahmad,Marie,Linear Algebra,984,164,89,2023-05-10,2024-04-07,Y,1,1,P
384,652,2023,Clark,Ruth,Linear Algebra,984,295,89,2023-05-10,2024-04-07,Y,1,1,P
103,652,2023,Tanaka,Steven,Linear Algebra,984,742,568,2023-02-23,2024-08-29,Y,1,1,P
282,652,2023,Flores,Marco,Linear Algebra,984,463,568,2023-02-23,2024-08-29,Y,1,1,P
384,652,2023,Clark,Ruth,Linear Algebra,984,295,265,2023-07-03,2025-07-29,Y,1,1,P
496,652,2023,Ben-Ahmad,Marie,Linear Algebra,984,164,728,2023-09-05,2024-02-16,Y,1,1,P
395,652,2023,Petit,Yuki,Linear Algebra,984,824,728,2023-09-05,2024-02-16,Y,1,1,P
282,652,2023,Flores,Marco,Linear Algebra,984,463,728,2023-09-05,2024-02-16,Y,1,1,P
496,652,2023,Ben-Ahmad,Marie,Linear Algebra,984,164,937,2023-02-04,2024-09-20,Y,1,1,P
384,652,2023,Clark,Ruth,Linear Algebra,984,295,937,2023-02-04,2024-09-20,Y,1,1,P
282,652,2023,Flores,Marco,Linear Algebra,984,463,937,2023-02-04,2024-09-20,Y,1,1,P
496,652,2024,Ben-Ahmad,Marie,Linear Algebra,984,164,285,2024-01-18,2023-01-18,Y,1,1,P
395,652,2024,Petit,Yuki,Linear Algebra,984,824,285,2024-01-18,2023-01-18,Y,1,1,P
416,557,2023,Rossi,Daniel,Arabic,376,658,400,2023-01-13,2023-07-11,Y,1,1,P
395,557,2023,Petit,Yuki,Arabic,376,824,400,2023-01-13,2023-07-11,Y,1,1,P
496,557,2023,Ben-Ahmad,Marie,Arabic,376,164,400,2023-01-13,2023-07-11,Y,1,1,P
330,557,2023,Gupta,Michelle,Arabic,376,412,400,2023-01-13,2023-07-11,Y,1,1,P
89,557,2023,Nkomo,Matthew,Arabic,376,67,400,2023-01-13,2023-07-11,N,0,0,A
117,557,2023,Martin,Raj,Arabic,376,715,417,2023-03-29,2024-04-27,N,0,0,A
281,557,2023,Kim,Joseph,Arabic,376,65,417,2023-03-29,2024-04-27,Y,1,1,P
451,557,2023,Bernard,Sarah,Arabic,376,830,417,2023-03-29,2024-04-27,N,0,0,A
280,557,2023,Lim,Michael,Arabic,376,726,199,2023-12-01,2025-07-02,N,0,0,A
496,557,2023,Ben-Ahmad,Marie,Arabic,376,164,199,2023-12-01,2025-07-02,Y,1,1,O
66,557,2023,Ramirez,Jean,Arabic,376,549,1010,2023-09-19,2023-06-28,N,0,0,A
131,557,2023,Agarwal,Ruvimbo,Arabic,376,788,1010,2023-09-19,2023-06-28,Y,1,1,P
171,557,2023,Al-Zahra,Donna,Arabic,376,639,1010,2023-09-19,2023-06-28,Y,1,1,P
384,557,2025,Clark,Ruth,Arabic,376,295,617,2025-06-02,2025-01-03,N,0,0,A
416,557,2025,Rossi,Daniel,Arabic,376,658,617,2025-06-02,2025-01-03,N,0,0,A
77,557,2025,Thomas,Dmitri,Arabic,376,288,617,2025-06-02,2025-01-03,Y,1,1,P
346,557,2025,Reddy,Hana,Arabic,376,880,617,2025-06-02,2025-01-03,N,0,0,A
141,557,2025,Ibrahim,William,Arabic,376,794,617,2025-06-02,2025-01-03,Y,1,1,P
280,557,2025,Lim,Michael,Arabic,272,726,575,2025-06-28,2023-09-10,N,0,0,A
352,557,2025,Popov,Anita,Arabic,272,251,575,2025-06-28,2023-09-10,N,0,0,A
251,557,2025,Torres,Ruth,Arabic,272,927,575,2025-06-28,2023-09-10,N,0,0,A
465,557,2025,Okafor,Efua,Arabic,272,683,575,2025-06-28,2023-09-10,Y,1,1,P
77,557,2024,Thomas,Dmitri,Arabic,639,288,1055,2024-03-04,2024-02-14,N,0,0,A
150,557,2024,Lewis,Efua,Arabic,639,908,1055,2024-03-04,2024-02-14,Y,1,1,P
160,557,2024,Nair,Lisa,Arabic,639,418,1055,2024-03-04,2024-02-14,N,0,0,A
281,557,2024,Kim,Joseph,Arabic,639,65,1055,2024-03-04,2024-02-14,N,0,0,A
451,557,2024,Bernard,Sarah,Arabic,639,830,1055,2024-03-04,2024-02-14,N,0,0,A
131,557,2024,Agarwal,Ruvimbo,Arabic,639,788,1055,2024-03-04,2024-02-14,Y,1,1,P
77,557,2023,Thomas,Dmitri,Arabic,639,288,146,2023-02-07,2024-01-20,Y,1,1,P
150,557,2023,Lewis,Efua,Arabic,639,908,146,2023-02-07,2024-01-20,Y,1,1,O
117,557,2023,Martin,Raj,Arabic,639,715,146,2023-02-07,2024-01-20,Y,1,1,P
451,557,2023,Bernard,Sarah,Arabic,639,830,146,2023-02-07,2024-01-20,~,0,1,Z
330,557,2025,Gupta,Michelle,Arabic,639,412,272,2025-03-17,2023-04-07,Y,1,1,P
280,557,2025,Lim,Michael,Arabic,639,726,158,2025-02-19,2024-02-23,N,0,0,A
384,557,2025,Clark,Ruth,Arabic,639,295,158,2025-02-19,2024-02-23,N,0,0,A
346,557,2025,Reddy,Hana,Arabic,639,880,158,2025-02-19,2024-02-23,Y,1,1,L
415,557,2025,Mthembu,Mark,Arabic,639,599,158,2025-02-19,2024-02-23,Y,1,1,P
141,557,2025,Ibrahim,William,Arabic,639,794,158,2025-02-19,2024-02-23,Y,1,1,P
496,557,2025,Ben-Ahmad,Marie,Arabic,639,164,158,2025-02-19,2024-02-23,Y,1,1,P
280,557,2025,Lim,Michael,Arabic,639,726,460,2025-08-13,2025-03-04,N,0,0,A
117,557,2025,Martin,Raj,Arabic,639,715,460,2025-08-13,2025-03-04,Y,1,1,P
66,557,2025,Ramirez,Jean,Arabic,639,549,460,2025-08-13,2025-03-04,Y,1,1,P
465,557,2025,Okafor,Efua,Arabic,639,683,460,2025-08-13,2025-03-04,Y,1,1,P
171,557,2025,Al-Zahra,Donna,Arabic,639,639,460,2025-08-13,2025-03-04,N,0,0,A
352,1266,2023,Popov,Anita,History,846,251,917,2023-01-20,2025-04-14,Y,1,1,P
281,1266,2025,Kim,Joseph,History,846,65,457,2025-07-03,2025-08-06,N,0,0,A
291,1266,2025,Ibrahim,Valeria,History,846,757,457,2025-07-03,2025-08-06,Y,1,1,P
457,1266,2023,Ramirez,Carmen,History,846,230,776,2023-12-27,2025-03-22,N,0,0,A
465,1266,2023,Okafor,Efua,History,846,683,776,2023-12-27,2025-03-22,Y,1,1,P
377,1266,2023,Lopez,Raj,History,846,856,776,2023-12-27,2025-03-22,N,0,0,A
330,581,2023,Gupta,Michelle,Religious Studies,935,412,1054,2023-03-09,2025-08-22,Y,1,1,P
377,581,2024,Lopez,Raj,Religious Studies,821,856,1037,2024-11-06,2023-12-03,Y,1,1,P
150,581,2025,Lewis,Efua,Religious Studies,821,908,935,2025-02-23,2023-11-23,Y,1,1,P
66,581,2024,Ramirez,Jean,Religious Studies,821,549,754,2024-04-02,2023-03-31,Y,1,1,P
117,484,2023,Martin,Raj,Chemistry,330,715,420,2023-06-19,2024-02-21,Y,1,1,L
415,484,2024,Mthembu,Mark,Chemistry,330,599,192,2024-08-18,2023-10-08,Y,1,1,P
415,484,2025,Mthembu,Mark,Chemistry,330,599,985,2025-04-15,2025-02-14,Y,1,1,P
415,484,2024,Mthembu,Mark,Chemistry,330,599,581,2024-02-10,2025-02-04,N,0,0,A
120,1705,2024,Smith,Elena,Chemistry,330,797,149,2024-03-30,2023-06-23,Y,1,1,P
314,1705,2024,Esposito,Carmen,Chemistry,330,272,149,2024-03-30,2023-06-23,Y,1,1,P
65,1705,2023,Thomas,Dina,Chemistry,330,197,9,2023-03-22,2025-01-26,Y,1,1,P
490,1705,2023,Lebedev,Chiara,Chemistry,330,258,9,2023-03-22,2025-01-26,Y,1,1,P
468,1705,2024,Ben-Khalil,Nathalie,Chemistry,330,881,387,2024-10-30,2025-04-26,Y,1,1,P
146,1705,2024,Patel,Sergei,Chemistry,330,518,387,2024-10-30,2025-04-26,Y,1,1,P
490,1705,2024,Lebedev,Chiara,Chemistry,330,258,387,2024-10-30,2025-04-26,N,0,0,A
120,1705,2024,Smith,Elena,Chemistry,330,797,1032,2024-12-23,2025-03-29,Y,1,1,P
428,1705,2024,Al-Khalil,Ji-eun,Chemistry,330,653,1032,2024-12-23,2025-03-29,Y,1,1,P
468,1705,2025,Ben-Khalil,Nathalie,Chemistry,330,881,388,2025-08-18,2024-09-15,Y,1,1,P
120,1705,2023,Smith,Elena,Chemistry,330,797,420,2023-06-19,2024-02-21,N,0,0,A
428,1705,2023,Al-Khalil,Ji-eun,Chemistry,330,653,420,2023-06-19,2024-02-21,Y,1,1,P
336,1705,2024,Lopez,Francisco,Chemistry,330,396,192,2024-08-18,2023-10-08,N,0,0,A
336,1705,2025,Lopez,Francisco,Chemistry,330,396,985,2025-04-15,2025-02-14,N,0,0,A
490,1705,2024,Lebedev,Chiara,Chemistry,330,258,581,2024-02-10,2025-02-04,N,0,0,A
117,484,2023,Martin,Raj,Chemistry,101,715,1002,2023-05-18,2024-06-28,Y,1,1,P
117,484,2023,Martin,Raj,Chemistry,101,715,990,2023-05-31,2024-03-03,Y,1,1,P
37,1705,2023,Kim,Seung-ho,Chemistry,101,199,1002,2023-05-18,2024-06-28,Y,1,1,P
350,1705,2023,Petrov,So-young,Chemistry,101,192,1002,2023-05-18,2024-06-28,Y,1,1,P
428,1705,2023,Al-Khalil,Ji-eun,Chemistry,101,653,1002,2023-05-18,2024-06-28,Y,1,1,P
65,1705,2025,Thomas,Dina,Chemistry,101,197,1108,2025-02-18,2024-12-16,Y,1,1,P
314,1705,2023,Esposito,Carmen,Chemistry,101,272,840,2023-12-18,2023-11-30,Y,1,1,P
350,1705,2023,Petrov,So-young,Chemistry,101,192,990,2023-05-31,2024-03-03,N,0,0,A
428,1705,2023,Al-Khalil,Ji-eun,Chemistry,101,653,990,2023-05-31,2024-03-03,Y,1,1,L
336,1705,2023,Lopez,Francisco,Chemistry,101,396,990,2023-05-31,2024-03-03,Y,1,1,P
146,1705,2024,Patel,Sergei,Chemistry,101,518,555,2024-04-13,2023-07-30,N,0,0,A
387,180,2025,Zhang,Diego,Marketing,589,158,4,2025-06-18,2023-08-18,N,0,0,A
281,180,2024,Kim,Joseph,Marketing,589,65,180,2024-01-19,2024-07-15,N,0,0,A
25,180,2023,Diaz,Nancy,Marketing,589,280,624,2023-09-18,2025-05-07,Y,1,1,P
490,606,2024,Lebedev,Chiara,Marketing,589,258,128,2024-05-08,2024-03-31,Y,1,1,P
141,180,2024,Ibrahim,William,Marketing,589,794,45,2024-03-23,2024-05-09,Y,1,1,P
192,606,2024,Wagner,Richard,Marketing,589,397,45,2024-03-23,2024-05-09,N,0,0,A
25,180,2024,Diaz,Nancy,Marketing,863,280,198,2024-08-14,2025-05-13,Y,1,1,P
490,606,2024,Lebedev,Chiara,Marketing,863,258,198,2024-08-14,2025-05-13,Y,1,1,P
490,606,2025,Lebedev,Chiara,Marketing,863,258,1027,2025-03-16,2025-07-17,Y,1,1,L
25,180,2024,Diaz,Nancy,Marketing,863,280,913,2024-11-22,2024-08-13,N,0,0,A
490,606,2024,Lebedev,Chiara,Marketing,863,258,913,2024-11-22,2024-08-13,Y,1,1,O
251,180,2023,Torres,Ruth,Marketing,863,927,1105,2023-07-06,2023-05-20,Y,1,1,P
65,871,2023,Thomas,Dina,Database Design,658,197,977,2023-03-29,2024-04-27,Y,1,1,P
350,871,2023,Petrov,So-young,Database Design,658,192,977,2023-03-29,2024-04-27,N,0,0,A
318,871,2023,Al-Khalil,Marie,Database Design,658,863,977,2023-03-29,2024-04-27,Y,1,1,P
178,871,2023,Alvarez,Samir,Database Design,658,445,281,2023-12-01,2025-07-02,Y,1,1,P
490,871,2023,Lebedev,Chiara,Database Design,658,258,281,2023-12-01,2025-07-02,N,0,0,A
146,871,2023,Patel,Sergei,Database Design,658,518,281,2023-12-01,2025-07-02,Y,1,1,P
314,871,2023,Esposito,Carmen,Database Design,658,272,592,2023-09-19,2023-06-28,Y,1,1,L
178,871,2023,Alvarez,Samir,Database Design,658,445,592,2023-09-19,2023-06-28,N,0,0,A
468,871,2023,Ben-Khalil,Nathalie,Database Design,658,881,592,2023-09-19,2023-06-28,Y,1,1,P
428,871,2025,Al-Khalil,Ji-eun,Database Design,658,653,589,2025-01-28,2023-02-04,Y,1,1,P
318,871,2025,Al-Khalil,Marie,Database Design,658,863,589,2025-01-28,2023-02-04,Y,1,1,P
120,871,2025,Smith,Elena,Database Design,658,797,589,2025-01-28,2023-02-04,Y,1,1,P
314,871,2025,Esposito,Carmen,Database Design,658,272,708,2025-06-02,2025-01-03,Y,1,1,P
29,871,2025,Zhao,Charles,Database Design,658,291,708,2025-06-02,2025-01-03,Y,1,1,P
154,871,2025,Park,Donald,Database Design,658,557,708,2025-06-02,2025-01-03,N,0,0,A
480,871,2024,Yoon,Tafadzwa,Database Design,658,913,1019,2024-12-19,2023-09-12,Y,1,1,P
1,871,2025,Rodriguez,Ahmad,Database Design,658,682,843,2025-01-26,2025-07-04,N,0,0,A
65,871,2025,Thomas,Dina,Database Design,658,197,843,2025-01-26,2025-07-04,Y,1,1,P
440,871,2024,Jain,Yang,Database Design,658,846,911,2024-11-07,2023-07-27,N,0,0,A
2,871,2024,Lee,Valeria,Database Design,658,179,911,2024-11-07,2023-07-27,N,0,0,A
490,871,2024,Lebedev,Chiara,Database Design,658,258,911,2024-11-07,2023-07-27,Y,1,1,P
468,871,2024,Ben-Khalil,Nathalie,Database Design,658,881,911,2024-11-07,2023-07-27,Y,1,1,P
194,1437,2024,Smirnov,Farid,Cybersecurity,223,146,286,2024-03-19,2024-11-06,Y,1,1,O
20,1437,2023,Zhou,Natalia,Cybersecurity,223,678,842,2023-05-25,2024-10-12,Y,1,1,O
